step,losses/eval.bodypart_heatmap,losses/eval.bodypart_locref,losses/eval.bodypart_total_loss,losses/eval.total_loss,losses/train.bodypart_heatmap,losses/train.bodypart_locref,losses/train.bodypart_total_loss,losses/train.total_loss,metrics/test.mAP,metrics/test.mAR,metrics/test.rmse,metrics/test.rmse_detections,metrics/test.rmse_detections_pcutoff,metrics/test.rmse_pcutoff
40,1.822565172915347e-05,0.02007923647761345,0.0005110937636345625,0.0005110937636345625,2.042447158601135e-05,0.02730788290500641,0.0006929092924110591,0.0006929092924110591,49.99999999999999,50.0,204.9151611328125,204.9151611328125,407.84356689453125,407.84356689453125
41,,,,,2.1287933122948743e-05,0.02687351033091545,0.0006824817392043769,0.0006824817392043769,,,,,,
42,,,,,2.163087992812507e-05,0.024959813803434372,0.0006348107126541436,0.0006348107126541436,,,,,,
43,,,,,1.4988860129960813e-05,0.016226060688495636,0.000413145957281813,0.000413145957281813,,,,,,
44,,,,,1.9028186216019094e-05,0.022652525454759598,0.0005758272600360215,0.0005758272600360215,,,,,,
45,,,,,2.1483157979673706e-05,0.025904502719640732,0.0006583540816791356,0.0006583540816791356,,,,,,
46,,,,,1.830698238336481e-05,0.02768571488559246,0.0007012963760644197,0.0007012963760644197,,,,,,
47,,,,,1.6367084754165262e-05,0.031287528574466705,0.0007903717341832817,0.0007903717341832817,,,,,,
48,,,,,1.5729474398540333e-05,0.022850366309285164,0.0005791238509118557,0.0005791238509118557,,,,,,
49,,,,,1.6075107851065695e-05,0.0188333448022604,0.0004788712540175766,0.0004788712540175766,,,,,,
50,2.0564628357533365e-05,0.018610311672091484,0.0004755401168949902,0.0004755401168949902,1.9397097275941633e-05,0.022145086899399757,0.0005633257096633315,0.0005633257096633315,49.99999999999999,50.0,205.25474548339844,205.25474548339844,409.2160949707031,409.2160949707031
51,,,,,1.7183057934744284e-05,0.02007993496954441,0.0005105899181216955,0.0005105899181216955,,,,,,
52,,,,,1.5018223166407552e-05,0.018686916679143906,0.00047468201955780387,0.00047468201955780387,,,,,,
53,,,,,1.881394928204827e-05,0.024536075070500374,0.0006228088750503957,0.0006228088750503957,,,,,,
54,,,,,1.6788937500678003e-05,0.01739933155477047,0.0004433777357917279,0.0004433777357917279,,,,,,
55,,,,,1.6854099158081226e-05,0.016774600371718407,0.00042779199429787695,0.00042779199429787695,,,,,,
56,,,,,1.4565111086994875e-05,0.01686004549264908,0.00042878376552835107,0.00042878376552835107,,,,,,
57,,,,,1.447114937036531e-05,0.021108927205204964,0.0005349587881937623,0.0005349587881937623,,,,,,
58,,,,,1.5054206414788496e-05,0.02243780717253685,0.0005684723146259785,0.0005684723146259785,,,,,,
59,,,,,1.695611354080029e-05,0.01976929046213627,0.0005027103470638394,0.0005027103470638394,,,,,,
60,1.0776049748528749e-05,0.027796555310487747,0.0007003019563853741,0.0007003019563853741,1.191472983919084e-05,0.02101099118590355,0.0005312321591190994,0.0005312321591190994,49.99999999999999,50.0,205.810302734375,205.810302734375,409.7998962402344,409.7998962402344
61,,,,,1.6289486666209996e-05,0.019637899473309517,0.0004990922170691192,0.0004990922170691192,,,,,,
62,,,,,1.5633495422662236e-05,0.0195118710398674,0.0004956134944222867,0.0004956134944222867,,,,,,
63,,,,,1.428402083547553e-05,0.02063940279185772,0.0005231270333752036,0.0005231270333752036,,,,,,
64,,,,,1.429564508725889e-05,0.018260156735777855,0.0004636517260223627,0.0004636517260223627,,,,,,
65,,,,,1.0910575838352088e-05,0.017643503844738007,0.0004465428937692195,0.0004465428937692195,,,,,,
66,,,,,1.1433713552833069e-05,0.015383252874016762,0.00039029816980473697,0.00039029816980473697,,,,,,
67,,,,,1.3300651517056394e-05,0.020517118275165558,0.0005195782869122922,0.0005195782869122922,,,,,,
68,,,,,1.3032396964263171e-05,0.017448585480451584,0.0004427308449521661,0.0004427308449521661,,,,,,
69,,,,,1.4032720173418056e-05,0.018311969935894012,0.0004648155882023275,0.0004648155882023275,,,,,,
70,1.2824857549276203e-05,0.01661539077758789,0.00042179718730039895,0.00042179718730039895,1.2321153917582706e-05,0.011765165254473686,0.0003002897428814322,0.0003002897428814322,49.99999999999999,50.0,205.77369689941406,205.77369689941406,409.97967529296875,409.97967529296875
71,,,,,1.1699839888024144e-05,0.015441578812897205,0.0003918893344234675,0.0003918893344234675,,,,,,
72,,,,,1.1910286048077978e-05,0.012684174813330173,0.00032305956119671464,0.00032305956119671464,,,,,,
73,,,,,1.1453053048171569e-05,0.01670929044485092,0.0004234587831888348,0.0004234587831888348,,,,,,
74,,,,,1.1155305401189253e-05,0.01770438253879547,0.00044818726019002497,0.00044818726019002497,,,,,,
75,,,,,1.1344413906044792e-05,0.019936246797442436,0.0005040783435106277,0.0005040783435106277,,,,,,
76,,,,,1.298853567277547e-05,0.02055213786661625,0.0005202976753935218,0.0005202976753935218,,,,,,
77,,,,,2.2244112187763676e-05,0.0209499504417181,0.000534870894625783,0.000534870894625783,,,,,,
78,,,,,1.588574014022015e-05,0.020396217703819275,0.0005178482970222831,0.0005178482970222831,,,,,,
79,,,,,1.1046629879274406e-05,0.014728236012160778,0.00037372918450273573,0.00037372918450273573,,,,,,
80,1.1794005331466906e-05,0.03219795599579811,0.0008108459296636283,0.0008108459296636283,1.1628700121946167e-05,0.014520511962473392,0.0003688271390274167,0.0003688271390274167,49.99999999999999,50.0,206.5227508544922,206.5227508544922,411.482177734375,411.482177734375
81,,,,,1.4413949429581407e-05,0.02021711692214012,0.0005126349278725684,0.0005126349278725684,,,,,,
82,,,,,1.6685104128555395e-05,0.022952191531658173,0.000582147273235023,0.000582147273235023,,,,,,
83,,,,,1.1983324839093257e-05,0.017451170831918716,0.0004422709171194583,0.0004422709171194583,,,,,,
84,,,,,1.2982090083824005e-05,0.02287401258945465,0.000578341365326196,0.000578341365326196,,,,,,
85,,,,,1.4597881090594456e-05,0.023097682744264603,0.000584741123020649,0.000584741123020649,,,,,,
86,,,,,1.2695888472080696e-05,0.012158048339188099,0.00031029919045977294,0.00031029919045977294,,,,,,
87,,,,,1.4555401321558747e-05,0.019746173173189163,0.0005009320448152721,0.0005009320448152721,,,,,,
88,,,,,1.0431256669107825e-05,0.017433790490031242,0.0004410604014992714,0.0004410604014992714,,,,,,
89,,,,,1.4765293599339202e-05,0.020138734951615334,0.0005108510958962142,0.0005108510958962142,,,,,,
90,1.2743300430884119e-05,0.026077888906002045,0.0006583188660442829,0.0006583188660442829,1.1472651749500073e-05,0.014581841416656971,0.0003702823887579143,0.0003702823887579143,49.99999999999999,50.0,205.86138916015625,205.86138916015625,410.0999755859375,410.0999755859375
91,,,,,9.8045238701161e-06,0.017645912244915962,0.00044605013681575656,0.00044605013681575656,,,,,,
92,,,,,1.142462861025706e-05,0.01770559325814247,0.0004483521624933928,0.0004483521624933928,,,,,,
93,,,,,1.0675093108147848e-05,0.02197033166885376,0.0005545958993025124,0.0005545958993025124,,,,,,
94,,,,,1.1285075743217021e-05,0.017260724678635597,0.0004371606046333909,0.0004371606046333909,,,,,,
95,,,,,1.1291214832453988e-05,0.012083095498383045,0.00030772294849157333,0.00030772294849157333,,,,,,
96,,,,,1.3766364645562135e-05,0.0188741534948349,0.00047873699804767966,0.00047873699804767966,,,,,,
97,,,,,1.3514813872461673e-05,0.01678149215877056,0.0004262946604285389,0.0004262946604285389,,,,,,
98,,,,,1.0996804121532477e-05,0.016123676672577858,0.0004085903347004205,0.0004085903347004205,,,,,,
99,,,,,1.4052238839212805e-05,0.020902389660477638,0.0005295858718454838,0.0005295858718454838,,,,,,
100,1.0352342542319093e-05,0.01200010720640421,0.0003051788662560284,0.0003051788662560284,1.202579733217135e-05,0.014866572804749012,0.0003776771773118526,0.0003776771773118526,49.99999999999999,50.0,204.59434509277344,204.59434509277344,408.7503356933594,408.7503356933594
101,,,,,1.583167613716796e-05,0.019524162635207176,0.0004960199003107846,0.0004960199003107846,,,,,,
102,,,,,1.454991343052825e-05,0.01902162656188011,0.00048281566705554724,0.00048281566705554724,,,,,,
103,,,,,1.2790663276973646e-05,0.015542124398052692,0.00039494846714660525,0.00039494846714660525,,,,,,
104,,,,,1.2313309525779914e-05,0.013773651793599129,0.0003504979540593922,0.0003504979540593922,,,,,,
105,,,,,1.0161216778215021e-05,0.013459483161568642,0.0003415676474105567,0.0003415676474105567,,,,,,
106,,,,,1.0514449058973696e-05,0.014051657170057297,0.00035654869861900806,0.00035654869861900806,,,,,,
107,,,,,1.07544792626868e-05,0.017006710171699524,0.0004305450420361012,0.0004305450420361012,,,,,,
108,,,,,9.916245289787184e-06,0.01171885710209608,0.00029792956775054336,0.00029792956775054336,,,,,,
109,,,,,1.0429727808514144e-05,0.01616445928812027,0.00040932634146884084,0.00040932634146884084,,,,,,
110,8.68450752022909e-06,0.020994307473301888,0.0005291999550536275,0.0005291999550536275,1.0912081052083522e-05,0.019829466938972473,0.0005011927569285035,0.0005011927569285035,49.99999999999999,50.0,205.61122131347656,205.61123657226562,409.6834411621094,409.68341064453125
111,,,,,1.2532202163129114e-05,0.016025301069021225,0.0004068986454512924,0.0004068986454512924,,,,,,
112,,,,,1.072928625944769e-05,0.015402980148792267,0.0003904391487594694,0.0003904391487594694,,,,,,
113,,,,,1.1128236110380385e-05,0.016120221465826035,0.00040856964187696576,0.00040856964187696576,,,,,,
114,,,,,1.3300224964041263e-05,0.021696913987398148,0.0005490730400197208,0.0005490730400197208,,,,,,
115,,,,,1.1749591976695228e-05,0.015128038823604584,0.00038407579995691776,0.00038407579995691776,,,,,,
116,,,,,9.623738151276484e-06,0.014362321235239506,0.00036386988358572125,0.00036386988358572125,,,,,,
117,,,,,1.0616442523314618e-05,0.012757252901792526,0.00032423954689875245,0.00032423954689875245,,,,,,
118,,,,,1.1040858225896955e-05,0.01235844474285841,0.00031448155641555786,0.00031448155641555786,,,,,,
119,,,,,1.3122022210154682e-05,0.018035516142845154,0.00045744888484477997,0.00045744888484477997,,,,,,
120,7.945255674712826e-06,0.013817834667861462,0.00034941849298775196,0.00034941849298775196,1.220994545292342e-05,0.01476659718900919,0.00037526985397562385,0.00037526985397562385,49.99999999999999,50.0,204.4708709716797,204.4708709716797,407.7143859863281,407.7143859863281
121,,,,,1.0797727554745506e-05,0.020592577755451202,0.0005202133324928582,0.0005202133324928582,,,,,,
122,,,,,1.0526605365157593e-05,0.012699554674327374,0.00032275213743560016,0.00032275213743560016,,,,,,
123,,,,,1.1304538929834962e-05,0.011714424006640911,0.0002985128667205572,0.0002985128667205572,,,,,,
124,,,,,1.171959866042016e-05,0.013038457371294498,0.00033182124025188386,0.00033182124025188386,,,,,,
125,,,,,1.0660177395038772e-05,0.015062824822962284,0.0003819006960839033,0.0003819006960839033,,,,,,
126,,,,,8.864635674399324e-06,0.018076660111546516,0.0004563488473650068,0.0004563488473650068,,,,,,
127,,,,,1.1062507837777957e-05,0.01709674671292305,0.00043294994975440204,0.00043294994975440204,,,,,,
128,,,,,1.1039558557968121e-05,0.017806153744459152,0.00045067360042594373,0.00045067360042594373,,,,,,
129,,,,,7.338958312175237e-06,0.014048298820853233,0.0003548769745975733,0.0003548769745975733,,,,,,
130,7.691801329201553e-06,0.028063781559467316,0.0007054404704831541,0.0007054404704831541,1.0667442438716535e-05,0.017984624952077866,0.0004549493605736643,0.0004549493605736643,49.99999999999999,50.0,205.00514221191406,205.00515747070312,407.18035888671875,407.1803283691406
131,,,,,9.830640919972211e-06,0.014976201578974724,0.0003793204086832702,0.0003793204086832702,,,,,,
132,,,,,9.312230758951046e-06,0.01340351440012455,0.00033974400139413774,0.00033974400139413774,,,,,,
133,,,,,9.91350407275604e-06,0.01369575597345829,0.0003473506367299706,0.0003473506367299706,,,,,,
134,,,,,9.876928743324243e-06,0.01043803058564663,0.00026588921900838614,0.00026588921900838614,,,,,,
135,,,,,9.007867447508033e-06,0.011183494701981544,0.00028409130754880607,0.00028409130754880607,,,,,,
136,,,,,8.65333277033642e-06,0.012371699325740337,0.00031361915171146393,0.00031361915171146393,,,,,,
137,,,,,1.0522783668420743e-05,0.015717938542366028,0.00039820984238758683,0.00039820984238758683,,,,,,
138,,,,,8.093424185062759e-06,0.014341757632791996,0.0003625906247179955,0.0003625906247179955,,,,,,
139,,,,,1.1745895790227223e-05,0.02491173893213272,0.0006286664865911007,0.0006286664865911007,,,,,,
140,6.7800369834003504e-06,0.020569730550050735,0.0005176332779228687,0.0005176332779228687,9.952474101737607e-06,0.012049982324242592,0.0003062258183490485,0.0003062258183490485,49.99999999999999,50.0,205.07073974609375,205.07073974609375,408.7758483886719,408.7758483886719
141,,,,,7.723804628767539e-06,0.013685714453458786,0.00034600478829815984,0.00034600478829815984,,,,,,
142,,,,,9.102137482841499e-06,0.010418781079351902,0.00026502058608457446,0.00026502058608457446,,,,,,
143,,,,,8.63836430653464e-06,0.007972021587193012,0.00020361971110105515,0.00020361971110105515,,,,,,
144,,,,,7.903838195488788e-06,0.010230520740151405,0.00025971492868848145,0.00025971492868848145,,,,,,
145,,,,,7.880683369876351e-06,0.00979272834956646,0.0002487585588824004,0.0002487585588824004,,,,,,
146,,,,,1.1310254194540903e-05,0.015407862141728401,0.00039085166645236313,0.00039085166645236313,,,,,,
147,,,,,8.07096603239188e-06,0.010515454225242138,0.0002669218520168215,0.0002669218520168215,,,,,,
148,,,,,7.431768608512357e-06,0.010822645388543606,0.0002742820361163467,0.0002742820361163467,,,,,,
149,,,,,6.4787486735440325e-06,0.011056467890739441,0.0002796510816551745,0.0002796510816551745,,,,,,
150,6.23305595581769e-06,0.017793145030736923,0.0004479451454244554,0.0004479451454244554,7.223278771562036e-06,0.015186071395874023,0.00038326342473737895,0.00038326342473737895,49.99999999999999,50.0,205.39732360839844,205.39732360839844,408.45391845703125,408.45391845703125
151,,,,,7.903548066678923e-06,0.014993060380220413,0.00037877829163335264,0.00037877829163335264,,,,,,
152,,,,,7.488548817491392e-06,0.012217032723128796,0.00030917010735720396,0.00030917010735720396,,,,,,
153,,,,,8.127943146973848e-06,0.01316806860268116,0.00033326566335745156,0.00033326566335745156,,,,,,
154,,,,,7.225206445582444e-06,0.012424794025719166,0.0003142324276268482,0.0003142324276268482,,,,,,
155,,,,,7.505394023610279e-06,0.011218797415494919,0.00028422262403182685,0.00028422262403182685,,,,,,
156,,,,,9.42293627304025e-06,0.01014504674822092,0.000258337619015947,0.000258337619015947,,,,,,
157,,,,,9.973596206691582e-06,0.014737449586391449,0.0003734230122063309,0.0003734230122063309,,,,,,
158,,,,,1.0268601727148052e-05,0.011323836632072926,0.00028823025058954954,0.00028823025058954954,,,,,,
159,,,,,8.622156201454345e-06,0.014136888086795807,0.0003577333118300885,0.0003577333118300885,,,,,,
160,7.337621809710981e-06,0.02319229021668434,0.0005834760959260166,0.0005834760959260166,8.857428838382475e-06,0.013905635103583336,0.00035206961911171675,0.00035206961911171675,49.99999999999999,50.0,204.79727172851562,204.79727172851562,407.67913818359375,407.67913818359375
161,,,,,6.640518222411629e-06,0.010296749882400036,0.00026073900517076254,0.00026073900517076254,,,,,,
162,,,,,4.8836709538591094e-06,0.005817357916384935,0.00014787579129915684,0.00014787579129915684,,,,,,
163,,,,,4.946874014422065e-06,0.006480230018496513,0.0001644792064325884,0.0001644792064325884,,,,,,
164,,,,,5.9911894823017064e-06,0.0068426853977143764,0.00017406274855602533,0.00017406274855602533,,,,,,
165,,,,,4.8602673814457376e-06,0.005918543785810471,0.00015039373829495162,0.00015039373829495162,,,,,,
166,,,,,4.6178656702977605e-06,0.005766130983829498,0.0001464622182538733,0.0001464622182538733,,,,,,
167,,,,,5.524456355487928e-06,0.006569318473339081,0.00016699518891982734,0.00016699518891982734,,,,,,
168,,,,,6.337098511721706e-06,0.006882832385599613,0.00017523935821373016,0.00017523935821373016,,,,,,
169,,,,,4.803643605555408e-06,0.004835164174437523,0.0001232809154316783,0.0001232809154316783,,,,,,
170,4.517757133726263e-06,0.014056362211704254,0.0003536679141689092,0.0003536679141689092,4.7011444621603005e-06,0.005666919052600861,0.00014402353554032743,0.00014402353554032743,49.99999999999999,50.0,205.05519104003906,205.05519104003906,408.59918212890625,408.59918212890625
171,,,,,4.918702416034648e-06,0.006173165515065193,0.00015678849013056606,0.00015678849013056606,,,,,,
172,,,,,5.171622433408629e-06,0.006170077249407768,0.00015683774836361408,0.00015683774836361408,,,,,,
173,,,,,4.930648174195085e-06,0.006357657257467508,0.00016140674415510148,0.00016140674415510148,,,,,,
174,,,,,5.623847755487077e-06,0.006938188336789608,0.00017626665066927671,0.00017626665066927671,,,,,,
175,,,,,5.493425760505488e-06,0.004986458458006382,0.00012740818783640862,0.00012740818783640862,,,,,,
176,,,,,4.250300207786495e-06,0.00607494218274951,0.0001539987133583054,0.0001539987133583054,,,,,,
177,,,,,6.866738658573013e-06,0.006536999251693487,0.000166858357260935,0.000166858357260935,,,,,,
178,,,,,5.293868071021279e-06,0.0057379393838346004,0.00014609540812671185,0.00014609540812671185,,,,,,
179,,,,,5.363422133086715e-06,0.006697047036141157,0.0001701078872429207,0.0001701078872429207,,,,,,
180,4.2170895540039055e-06,0.013065825216472149,0.0003287541912868619,0.0003287541912868619,4.33216064266162e-06,0.005244281142950058,0.000133273089886643,0.000133273089886643,49.99999999999999,50.0,204.996826171875,204.996826171875,408.6098937988281,408.6098937988281
181,,,,,5.070606221124763e-06,0.005863504484295845,0.00014912293408997357,0.00014912293408997357,,,,,,
182,,,,,5.2788636821787804e-06,0.006231899838894606,0.00015843694563955069,0.00015843694563955069,,,,,,
183,,,,,4.7825842557358555e-06,0.006096588913351297,0.0001548060099594295,0.0001548060099594295,,,,,,
184,,,,,4.461538537725573e-06,0.005327918566763401,0.00013542870874516666,0.00013542870874516666,,,,,,
185,,,,,4.265258667146554e-06,0.005196525249630213,0.0001320457668043673,0.0001320457668043673,,,,,,
186,,,,,3.983282567787683e-06,0.005503511521965265,0.00013957942428532988,0.00013957942428532988,,,,,,
187,,,,,5.245091415417846e-06,0.005348675884306431,0.000136339440359734,0.000136339440359734,,,,,,
188,,,,,4.963153514836449e-06,0.005950540769845247,0.000151245083543472,0.000151245083543472,,,,,,
189,,,,,4.56333964393707e-06,0.005980333313345909,0.00015178999456111342,0.00015178999456111342,,,,,,
190,3.734428673851653e-06,0.011188488453626633,0.00028157944325357676,0.00028157944325357676,4.559905391943175e-06,0.005096005741506815,0.0001296801056014374,0.0001296801056014374,49.99999999999999,50.0,204.75965881347656,204.75965881347656,408.5446472167969,408.5446472167969
191,,,,,4.9850373216031585e-06,0.005464918911457062,0.00013911549467593431,0.00013911549467593431,,,,,,
192,,,,,4.758766408485826e-06,0.005822120700031519,0.0001479323982493952,0.0001479323982493952,,,,,,
193,,,,,4.811053713638103e-06,0.005470676813274622,0.00013917245087213814,0.00013917245087213814,,,,,,
194,,,,,5.0419325816619676e-06,0.005026858299970627,0.00012819241965189576,0.00012819241965189576,,,,,,
195,,,,,4.546204763755668e-06,0.0051288241520524025,0.00013049368862994015,0.00013049368862994015,,,,,,
196,,,,,5.053017503087176e-06,0.005397021304816008,0.0001374520652461797,0.0001374520652461797,,,,,,
197,,,,,5.649252216244349e-06,0.005261313635855913,0.0001343574549537152,0.0001343574549537152,,,,,,
198,,,,,4.318334958952619e-06,0.005496756639331579,0.00013957808550912887,0.00013957808550912887,,,,,,
199,,,,,4.8252209126076195e-06,0.005907705519348383,0.00015010526112746447,0.00015010526112746447,,,,,,
200,3.7799886740685906e-06,0.011836723424494267,0.00029780808836221695,0.00029780808836221695,4.531410468189279e-06,0.004186728503555059,0.0001069339195964858,0.0001069339195964858,49.99999999999999,50.0,204.8521270751953,204.8521270751953,408.5852355957031,408.5852355957031
